"Action","FormID","ItemID","ColID","Width","VisInForm","VisualIndx","EditInForm","VisInExpnd","ExpandIndx","EditInEXP","Folded","UserSign","ExtDisable","ExtInvsbl","TPLId","TableName","ItemUID"
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","12","N","N","44","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","27","N","N","54","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","13","N","N","45","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","29","N","N","58","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","17","N","N","48","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","28","N","N","56","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","25","N","N","53","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","30","N","N","60","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","15","N","N","46","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","20","N","N","50","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","8","N","N","42","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","24","N","N","52","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","6","N","N","40","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","23","N","N","51","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","16","N","N","47","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","19","N","N","35","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","32","N","N","64","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","4","N","N","38","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","3","N","N","37","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","18","N","N","49","",""
"UPSERT","139","38","234000540","51","Y","544","Y","N","1","N","N","1","N","N","34","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","10","N","N","43","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","5","N","N","39","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","7","N","N","41","",""
"UPSERT","139","38","234000540","58","Y","545","Y","N","1","N","N","2","N","N","36","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000541","88","Y","545","Y","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000541","100","Y","546","Y","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000542","58","Y","546","Y","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000542","58","Y","547","Y","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000543","58","Y","547","Y","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000543","58","Y","548","Y","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000544","0","N","548","N","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000544","0","N","549","N","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000545","0","N","549","N","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000545","0","N","550","N","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000546","0","N","550","N","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000546","0","N","551","N","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000547","0","N","551","N","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000547","0","N","552","N","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000548","0","N","552","N","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000548","0","N","553","N","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000549","0","N","553","N","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000549","0","N","554","N","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000550","0","N","130","Y","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","2","N","N","36","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","7","N","N","41","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000551","0","N","157","Y","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","12","N","N","44","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","27","N","N","54","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","13","N","N","45","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","29","N","N","58","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","17","N","N","48","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","28","N","N","56","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","25","N","N","53","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","30","N","N","60","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","15","N","N","46","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","20","N","N","50","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","8","N","N","42","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","24","N","N","52","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","6","N","N","40","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","23","N","N","51","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","16","N","N","47","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","19","N","N","35","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","32","N","N","64","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","4","N","N","38","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","3","N","N","37","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","18","N","N","49","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","1","N","N","34","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","10","N","N","43","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","5","N","N","39","",""
"UPSERT","139","38","234000552","0","N","184","Y","N","0","N","N","7","N","N","41","",""
